Disease,Symptoms
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, red, swell"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, skin, spot, itch, fever, body, appetite, red, loss"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, skin_rash, vomiting, joint, skin, pain, fever, eye, appetite, loss, muscle"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, vomiting, joint, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Dengue,"back_pain, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Dengue,"back_pain, chills, fatigue, headache, high_fever, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Dengue,"back_pain, chills, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Dengue,"back_pain, chills, fatigue, headache, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, eye, body, appetite, red, loss, muscle"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, high_fever, nausea, vomiting, pain, fever, sym17"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, vomiting, pain, fever, sym17"
Typhoid,"abdominal_pain, chills, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
Typhoid,"chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
Typhoid,"abdominal_pain, chills, constipation, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, pain, fever, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, joint, pain, yellow, urine, fever, eye, appetite, loss, muscle"
hepatitis A,"abdominal_pain, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, fever, eye, appetite, loss, muscle"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, muscle"
hepatitis A,"dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
hepatitis A,"abdominal_pain, dark_urine, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis B,"abdominal_pain, dark_urine, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, receive, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis B,"abdominal_pain, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, blood, sym13"
Hepatitis B,"dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowish_skin, skin, yellow, history, appetite, loss"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis C,"family_history, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellow, history, eye, appetite, loss"
Hepatitis C,"family_history, fatigue, loss_of_appetite, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis C,"family_history, fatigue, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowish_skin, skin, yellow, history, appetite, loss"
Hepatitis C,"fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, eye, appetite, loss"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, joint, pain, yellow, urine, eye, appetite, loss"
Hepatitis D,"abdominal_pain, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye"
Hepatitis D,"dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowish_skin, joint, skin, pain, yellow, urine, appetite, loss"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, joint, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, pain, history, stomach, swell, sym6"
Alcoholic hepatitis,"vomiting, yellowish_skin, skin, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, loss, swell, blood"
